residual_sugar,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,rating,wine_color
2.8,0.034,85.0,0.99,3.28,0.51,13.4,6,white
13.1,0.05,204.0,0.998,3.1,0.49,8.8,5,white
2.2,0.044000000000000004,161.0,0.9920899999999999,3.19,0.43,10.4,6,white
13.2,0.067,178.0,0.9976,3.01,0.48,9.0,6,white
1.4,0.042,119.0,0.9931,3.68,0.72,10.5,6,white
1.0,0.127,178.0,0.9921200000000001,3.1,0.45,9.7,5,white
7.6,0.057,156.0,0.9962,3.43,0.63,11.0,7,white
12.1,0.301,220.0,0.9993,2.94,0.48,9.2,5,white
6.7,0.040999999999999995,230.0,0.99505,3.12,0.4,8.9,5,white
13.7,0.045,197.0,0.9989,3.18,0.64,9.1,5,white
1.2,0.026000000000000002,93.0,0.9916,2.93,0.37,11.3,7,white
2.0,0.046,95.0,0.9882200000000001,3.06,0.46,13.6,6,white
19.4,0.054000000000000006,169.0,1.0004,3.51,0.45,9.8,6,white
1.1,0.057999999999999996,93.0,0.9932200000000001,3.03,0.38,9.2,6,white
5.0,0.027999999999999997,107.0,0.99079,3.48,0.88,13.5,7,white
15.0,0.052000000000000005,256.0,1.0001,2.93,0.64,8.6,5,white
4.2,0.026000000000000002,77.0,0.9907,3.41,0.45,11.9,6,white
12.75,0.034,74.0,0.9938600000000001,3.1,0.57,12.9,6,white
9.1,0.059000000000000004,249.0,0.9971,3.37,0.5,8.5,5,white
1.0,0.042,144.0,0.9930399999999999,3.13,0.4,9.6,5,white
2.5,0.034,89.0,0.9913,3.25,0.5,11.0,7,white
12.5,0.034,152.0,0.9972,3.28,0.43,9.5,6,white
5.2,0.049,152.0,0.9952,3.18,0.47,10.6,6,white
13.15,0.032,131.0,0.99565,3.23,0.51,10.7,5,white
1.9,0.043,154.0,0.9927299999999999,3.18,0.52,10.5,5,white
8.4,0.042,156.0,0.9960399999999999,3.15,0.55,9.4,6,white
1.6,0.039,147.0,0.9935,2.96,0.36,10.0,5,white
1.2,0.038,111.0,0.9926,3.36,0.34,9.9,6,white
2.6,0.036000000000000004,92.0,0.9893799999999999,3.27,0.53,12.8,7,white
2.1,0.033,158.0,0.9909,3.33,0.43,12.1,7,white
2.0,0.046,207.0,0.993,3.02,0.55,11.4,5,white
2.2,0.048,153.0,0.9928,3.08,0.61,9.8,5,white
10.8,0.027999999999999997,118.0,0.99356,3.18,0.37,11.2,6,white
9.9,0.037000000000000005,146.0,0.99326,3.11,0.37,11.5,6,white
2.0,0.028999999999999998,87.0,0.9903,3.3,0.59,12.6,7,white
4.7,0.039,94.0,0.98964,3.22,0.57,13.1,7,white
1.2,0.057999999999999996,108.0,0.9928799999999999,3.23,0.58,9.55,4,white
5.7,0.034,117.0,0.9944,3.33,0.43,10.1,5,white
1.2,0.038,115.0,0.9940000000000001,3.16,0.67,10.0,6,white
1.45,0.039,223.0,0.9944,2.92,0.46,9.5,6,white
9.7,0.036000000000000004,85.0,0.99406,2.99,0.36,11.2,6,white
5.6,0.046,178.0,0.99313,3.25,0.51,10.5333333333333,5,white
13.1,0.05,180.0,0.99884,3.05,0.53,9.1,6,white
1.1,0.13,140.0,0.9927,3.12,0.39,9.3,7,white
2.7,0.03,107.0,0.992,2.97,0.53,11.0,6,white
1.5,0.046,182.0,0.99455,3.5,0.52,10.4,5,white
3.6,0.04,121.0,0.99111,3.28,0.48,12.1,7,white
7.7,0.096,210.0,0.99771,3.56,0.72,9.2,5,white
6.5,0.05,102.0,0.9930399999999999,3.1,0.55,11.2,4,white
7.7,0.096,210.0,0.99771,3.56,0.72,9.2,5,white
6.3,0.043,113.0,0.9936,3.06,0.58,9.9,6,white
9.2,0.038,191.0,0.9966,3.04,0.56,9.7,6,white
11.2,0.036000000000000004,161.0,0.9977,3.06,0.41,8.9,6,white
8.3,0.045,126.0,0.9958,3.21,0.34,9.2,5,white
1.6,0.045,95.0,0.98946,3.23,0.94,12.4,8,white
7.2,0.047,151.0,0.9960399999999999,3.11,0.6,9.2,5,white
1.6,0.042,106.0,0.9905,3.24,0.32,11.4,6,white
1.2,0.146,105.0,0.99224,3.23,0.51,10.1,5,white
1.8,0.043,159.0,0.9948,3.52,0.47,10.0,5,white
3.5,0.049,40.0,0.9944,3.14,0.36,9.8,6,white
8.9,0.048,146.0,0.9988,3.4,0.46,9.3,5,white
0.9,0.034,89.0,0.98936,3.14,0.36,11.1,7,white
14.2,0.039,129.0,0.9967799999999999,3.28,0.72,10.3,7,white
1.6,0.047,133.0,0.993,3.23,0.7,11.4,6,white
5.3,0.054000000000000006,161.0,0.9941,3.12,0.48,10.3,6,white
2.8,0.048,137.0,0.9942,3.24,0.35,9.5,5,white
1.8,0.16,74.0,0.9884,3.19,0.33,13.4,6,white
1.1,0.026000000000000002,58.0,0.9918399999999999,2.9,0.5,10.5,6,white
1.0,0.042,144.0,0.9930399999999999,3.13,0.4,9.6,5,white
12.2,0.035,236.0,0.9976,3.35,0.52,9.8,6,white
1.6,0.049,132.0,0.9940000000000001,3.3,0.49,9.5,6,white
1.4,0.037000000000000005,120.0,0.9918,3.34,0.41,11.1,7,white
1.0,0.040999999999999995,81.0,0.9904299999999999,3.03,0.54,11.4,6,white
5.0,0.157,129.0,0.9939600000000001,3.03,0.36,9.3,5,white
1.0,0.031,73.0,0.99035,3.24,0.52,11.3,6,white
8.9,0.083,171.0,0.9965,2.85,0.5,9.0,5,white
9.0,0.046,121.0,0.9946799999999999,3.1,0.55,10.8,5,white
1.3,0.025,111.0,0.98961,3.36,0.37,12.7,6,white
18.95,0.038,155.0,0.9999,2.97,0.47,9.0,6,white
7.7,0.049,217.0,0.996,3.16,0.4,9.3,5,white
2.3,0.045,214.0,0.9934,3.18,0.61,9.9,7,white
4.8,0.063,201.0,0.9964,3.69,0.71,10.0,5,white
1.3,0.044000000000000004,126.0,0.99293,3.28,0.45,10.3,5,white
5.9,0.037000000000000005,97.0,0.9934,3.31,0.4,11.6,6,white
1.6,0.087,177.0,0.9943799999999999,3.09,0.5,9.8,5,white
8.3,0.025,216.0,0.9964,3.33,0.6,9.6,6,white
11.9,0.043,230.0,0.9972,3.02,0.63,9.3,5,white
1.0,0.034,93.0,0.9906,3.04,0.32,11.7,8,white
5.8,0.04,136.0,0.995,3.19,0.58,9.5,6,white
5.0,0.027000000000000003,72.0,0.99165,3.26,0.6,11.5,7,white
1.4,0.031,107.0,0.99,3.06,0.39,11.9,6,white
1.1,0.036000000000000004,184.0,0.9909600000000001,3.22,0.41,11.0,6,white
7.7,0.046,174.0,0.99582,3.16,0.52,9.5,5,white
1.9,0.036000000000000004,117.0,0.9903200000000001,3.4,0.44,12.2,5,white
6.65,0.032,138.0,0.99244,2.9,0.37,11.1,5,white
1.2,0.040999999999999995,167.0,0.9908,3.11,0.44,11.9,5,white
1.3,0.053,186.0,0.99361,3.29,0.54,9.9,4,white
4.6,0.039,147.0,0.99216,3.18,0.4,11.0,7,white
8.2,0.055,188.0,0.9974,3.52,0.58,9.7,6,white
9.2,0.034,150.0,0.9947,3.21,0.36,11.5,6,white
5.9,0.055999999999999994,91.0,0.99536,3.06,0.46,8.4,4,white
8.1,0.037000000000000005,130.0,0.99379,3.1,0.67,11.8,6,white
2.6,0.043,90.0,0.9904700000000001,2.88,0.47,11.2,6,white
6.2,0.066,187.0,0.9936200000000001,3.19,0.42,9.73333333333333,5,white
1.5,0.038,84.0,0.9924,3.34,0.58,10.1,6,white
1.0,0.037000000000000005,79.0,0.98949,2.96,0.5,11.7,6,white
14.5,0.038,79.0,0.9941200000000001,3.14,0.34,12.5,5,white
17.5,0.045,253.0,1.00014,3.02,0.56,9.1,6,white
16.2,0.055,176.0,0.9986,3.26,0.54,9.1,5,white
7.6,0.044000000000000004,144.0,0.9948,3.26,0.38,10.1,6,white
4.3,0.026000000000000002,105.0,0.9890000000000001,2.98,0.64,13.1,8,white
3.5,0.046,147.0,0.99024,3.15,0.31,12.0,7,white
1.8,0.05,147.0,0.9912,3.06,0.44,11.4,7,white
1.3,0.033,72.0,0.99072,3.05,0.53,11.3,7,white
8.7,0.047,242.0,0.9952,3.22,0.53,10.5,6,white
16.05,0.045,147.0,0.9982200000000001,3.08,0.52,9.2,5,white
0.7,0.03,68.0,0.99218,3.3,0.41,9.8,5,white
12.7,0.057999999999999996,206.0,0.9946,3.32,0.38,12.3,6,white
15.25,0.047,158.0,0.99946,3.34,0.77,9.1,6,white
8.1,0.046,170.0,0.9949399999999999,3.15,0.5,9.55,6,white
2.0,0.021,69.0,0.99,3.08,0.56,12.2,6,white
0.8,0.028999999999999998,86.0,0.993,3.16,0.32,9.1,4,white
8.6,0.057,223.0,0.99654,3.16,0.51,9.1,5,white
16.7,0.046,133.0,0.9979,3.22,0.67,10.4,6,white
7.6,0.052000000000000005,226.0,0.9956,3.16,0.47,8.9,5,white
13.1,0.05,200.0,0.9986,3.04,0.46,8.9,7,white
9.9,0.031,161.0,0.9937,3.01,0.28,11.2,6,white
6.6,0.04,167.0,0.9941,3.29,0.62,10.0,5,white
3.4,0.048,112.0,0.9918799999999999,3.21,0.37,11.3,7,white
8.2,0.042,180.0,0.99644,3.16,0.49,9.1,5,white
2.5,0.032,84.0,0.9916799999999999,3.31,0.55,11.5,5,white
5.2,0.04,141.0,0.9931,3.16,0.59,11.0,6,white
9.5,0.040999999999999995,201.0,0.995,3.14,0.44,10.1,3,white
11.9,0.052000000000000005,149.0,0.99544,3.02,0.58,10.4,6,white
14.45,0.07400000000000001,107.0,0.998,2.96,0.42,9.2,6,white
10.4,0.037000000000000005,119.0,0.996,3.38,0.45,10.0,5,white
1.2,0.031,95.0,0.99239,2.83,0.31,10.3,5,white
8.65,0.033,186.0,0.9931,3.14,0.38,12.4,8,white
1.2,0.038,110.0,0.9917,3.19,0.43,11.1,6,white
1.6,0.049,137.0,0.993,3.32,0.5,10.4,6,white
1.4,0.204,97.0,0.9931,3.16,0.43,10.0,6,white
1.0,0.076,57.0,0.9921,3.14,0.46,10.6,6,white
4.7,0.028999999999999998,94.0,0.991,3.29,0.62,12.3,6,white
1.1,0.03,117.0,0.9918,3.55,0.45,10.3,6,white
5.0,0.04,56.0,0.9908399999999999,3.06,0.48,12.4,6,white
1.8,0.040999999999999995,148.0,0.99335,3.35,0.66,11.1,6,white
17.85,0.037000000000000005,187.0,0.9998,2.99,0.41,9.3,5,white
12.4,0.047,162.0,0.9973,3.35,0.38,9.5,5,white
12.6,0.064,162.0,0.9994,3.66,0.43,8.9,5,white
3.7,0.045,151.0,0.9913,3.22,0.27,11.2,6,white
8.8,0.055999999999999994,167.0,0.9962799999999999,3.04,0.47,9.4,5,white
10.5,0.03,105.0,0.9940700000000001,3.11,0.42,11.8,6,white
13.4,0.044000000000000004,139.0,0.9975200000000001,3.06,0.43,9.1,6,white
5.4,0.035,115.0,0.9901,3.12,0.44,12.8933333333333,7,white
4.6,0.053,134.0,0.9958,3.14,0.5,9.1,3,white
7.0,0.046,176.0,0.99454,3.19,0.7,10.4,5,white
1.45,0.038,44.0,0.99125,3.52,0.4,11.6,4,white
4.8,0.052000000000000005,128.0,0.99475,3.21,0.48,9.4,5,white
4.2,0.04,117.0,0.99182,3.24,0.43,11.3,6,white
11.95,0.038,111.0,0.99687,3.11,0.29,9.7,5,white
14.4,0.067,189.0,0.9986,3.07,0.53,9.1,7,white
8.0,0.042,187.0,0.99577,3.21,0.46,9.2,5,white
4.6,0.061,238.5,0.9958,3.32,0.6,9.5,5,white
1.3,0.035,126.0,0.9923200000000001,3.14,0.5,9.8,6,white
5.0,0.043,170.0,0.9924,3.28,0.52,11.0,6,white
17.85,0.049,195.0,1.0,3.06,0.44,9.1,7,white
5.3,0.038,79.0,0.9923,3.3,0.39,10.5,6,white
1.4,0.047,107.0,0.9939,3.52,0.65,10.4,6,white
1.5,0.045,96.0,0.9917,3.13,0.39,11.0,6,white
1.7,0.03,128.0,0.9929,3.17,0.66,10.9,5,white
1.7,0.047,100.0,0.9924299999999999,3.28,0.45,10.6,6,white
1.6,0.057,98.0,0.9929899999999999,3.29,0.44,9.9,7,white
2.4,0.048,200.0,0.9938,3.5,0.5,9.7,6,white
11.25,0.032,87.0,0.9922,3.02,0.38,12.4,6,white
2.0,0.022000000000000002,96.0,0.9890200000000001,3.04,0.54,12.8,7,white
1.7,0.05,136.0,0.993,3.16,0.71,11.4,6,white
1.3,0.057999999999999996,171.0,0.9931,3.06,0.47,9.7,5,white
22.0,0.048,167.0,1.001,2.93,0.5,8.7,5,white
4.7,0.04,168.0,0.9927799999999999,3.07,0.75,10.7,7,white
1.6,0.046,130.0,0.9942,3.22,0.38,9.8,6,white
4.6,0.028999999999999998,104.0,0.9949,3.34,0.44,9.0,5,white
2.8,0.033,153.0,0.9899,3.15,0.38,12.7,7,white
9.9,0.045,128.0,0.99636,3.18,0.52,9.6,6,white
1.0,0.04,148.0,0.9936,3.13,0.41,10.0,6,white
1.05,0.032,55.0,0.9908,2.91,0.32,11.4,4,white
17.7,0.051,173.0,0.9990000000000001,3.09,0.64,10.2,5,white
5.8,0.035,100.0,0.9906200000000001,3.15,0.57,13.2,7,white
1.5,0.03,125.0,0.9907,3.23,0.47,12.5,6,white
2.4,0.057999999999999996,107.0,0.9955,3.28,0.59,10.3,5,white
14.6,0.044000000000000004,163.0,1.0003,3.21,0.69,8.6,7,white
4.8,0.05,87.0,0.9940000000000001,3.14,0.42,9.9,5,white
17.8,0.059000000000000004,124.0,0.9977299999999999,3.3,0.5,10.1,5,white
7.4,0.034,123.0,0.995,3.49,0.42,10.1,6,white
8.7,0.028999999999999998,105.0,0.99146,3.0,0.34,12.3,7,white
1.95,0.038,166.0,0.9890000000000001,3.12,0.25,12.9,7,white
14.8,0.054000000000000006,174.0,0.99898,3.18,0.49,9.7,5,white
1.7,0.038,150.0,0.9933,3.49,0.71,10.5,7,white
1.3,0.046,90.0,0.9923200000000001,3.2,0.47,10.0,6,white
3.0,0.095,75.0,0.98954,3.1,0.63,12.8,6,white
1.3,0.035,78.0,0.9891,3.23,0.64,12.1,7,white
8.1,0.046,180.0,0.9958,3.13,0.45,8.9,5,white
12.6,0.032,136.0,0.99516,2.91,0.43,10.6,6,white
8.5,0.035,140.0,0.9952,3.04,0.37,10.1,7,white
1.0,0.043,80.0,0.9912799999999999,3.08,0.38,11.4,5,white
19.3,0.051,174.0,0.99911,3.14,0.5,9.0,5,white
13.7,0.049,189.0,0.9994,3.24,0.66,9.0,6,white
7.7,0.031,135.0,0.9938,3.19,0.37,10.5,5,white
4.8,0.052000000000000005,128.0,0.99475,3.21,0.48,9.4,5,white
4.9,0.092,123.0,0.9951,3.03,0.46,8.6,6,white
10.2,0.039,115.0,0.99469,3.11,0.45,10.9,7,white
9.2,0.027000000000000003,122.0,0.9922799999999999,3.06,0.34,12.5,8,white
12.85,0.042,105.0,0.9958100000000001,3.05,0.55,10.7,6,white
8.5,0.08199999999999999,163.0,0.9959,2.89,0.39,8.8,6,white
2.7,0.048,165.0,0.9952,3.26,0.72,9.5,6,white
14.7,0.051,149.0,0.99792,2.96,0.39,9.0,7,white
1.0,0.027000000000000003,90.0,0.98926,3.24,0.36,12.3,6,white
1.3,0.037000000000000005,123.0,0.992,3.17,0.42,11.2,8,white
16.5,0.04,171.0,0.9990000000000001,3.16,0.59,9.1,6,white
10.9,0.051,131.0,0.99566,2.93,0.62,9.5,6,white
8.6,0.042,173.0,0.9965,3.0,0.44,9.1,5,white
11.6,0.044000000000000004,220.0,0.99775,3.07,0.53,9.3,5,white
1.4,0.028999999999999998,104.0,0.9906,3.44,0.37,11.0,6,white
5.8,0.040999999999999995,145.0,0.9943,3.15,0.63,9.9,5,white
2.2,0.035,129.0,0.9890000000000001,3.32,0.47,12.9,6,white
6.5,0.027999999999999997,163.0,0.9937,3.35,0.61,9.9,5,white
16.0,0.044000000000000004,113.0,0.9986200000000001,3.22,0.46,8.9,6,white
7.7,0.043,200.0,0.99566,3.17,0.44,9.4,6,white
1.1,0.133,136.0,0.9932,3.1,0.3,9.1,5,white
0.8,0.028999999999999998,77.0,0.99155,3.25,0.51,10.1,6,white
1.9,0.024,106.0,0.98993,3.45,0.6,12.6,8,white
1.1,0.051,197.0,0.9932,3.02,0.4,9.0,5,white
9.4,0.048,149.0,0.9962,3.17,0.59,10.5,7,white
1.5,0.032,112.0,0.9914,3.25,0.55,11.4,7,white
10.3,0.039,212.0,0.9969,2.93,0.49,9.5,6,white
7.6,0.031,170.0,0.9955799999999999,3.22,0.48,9.5,5,white
8.6,0.037000000000000005,206.0,0.9955299999999999,3.18,0.5,9.6,5,white
10.1,0.05,121.0,0.99724,3.17,0.49,10.1,6,white
13.6,0.045,231.0,0.9977,3.08,0.59,9.6,6,white
8.8,0.054000000000000006,215.0,0.9971,3.02,0.58,9.2,6,white
1.1,0.064,191.0,0.99297,3.05,0.5,9.5,6,white
0.9,0.048,170.0,0.993,3.22,0.77,9.5,6,white
17.4,0.064,140.0,0.9977600000000001,3.2,0.49,10.1,6,white
1.0,0.031,73.0,0.9903200000000001,3.23,0.52,11.3,6,white
1.15,0.023,105.0,0.9904700000000001,3.11,0.38,11.4,5,white
1.1,0.06,104.0,0.9931700000000001,2.99,0.39,9.2,5,white
2.0,0.045,131.0,0.99284,3.3,0.59,10.5,6,white
1.1,0.042,156.0,0.9917,3.13,0.55,11.3,5,white
2.1,0.057999999999999996,167.0,0.9940000000000001,3.21,0.55,9.9,5,white
11.4,0.034,174.0,0.9977299999999999,3.2,0.44,9.0,5,white
7.9,0.045,208.0,0.99572,3.17,0.46,9.1,5,white
14.8,0.054000000000000006,174.0,0.99898,3.18,0.49,9.7,5,white
1.7,0.028999999999999998,111.0,0.99,3.24,0.5,12.1,6,white
13.1,0.05,200.0,0.9986,3.04,0.46,8.9,7,white
8.3,0.05,196.0,0.9955,3.18,0.48,9.5,5,white
1.9,0.038,138.0,0.9893,3.0,0.47,12.2,7,white
15.6,0.055999999999999994,155.0,0.9995,3.2,0.44,8.8,6,white
1.2,0.045,152.0,0.9917799999999999,3.76,0.63,11.0,7,white
1.7,0.038,129.0,0.9931200000000001,3.45,0.56,10.4,6,white
10.9,0.06,193.0,0.9969,3.21,0.44,9.4,5,white
8.9,0.055,164.0,0.9948799999999999,3.1,0.48,9.6,5,white
1.6,0.039,116.0,0.9917799999999999,3.38,0.57,11.0,7,white
0.9,0.036000000000000004,147.0,0.99126,3.02,0.41,10.7,6,white
1.9,0.054000000000000006,91.0,0.9941,3.27,0.45,10.3,6,white
2.3,0.053,114.0,0.9940000000000001,2.99,0.43,10.0,5,white
16.85,0.054000000000000006,135.0,0.9998,3.16,0.38,9.0,6,white
1.2,0.049,152.0,0.99346,3.5,0.47,10.0,6,white
12.1,0.044000000000000004,165.0,0.9969,3.25,0.39,9.5,5,white
2.0,0.039,188.0,0.9911,3.3,0.41,12.0,6,white
8.3,0.037000000000000005,173.0,0.9960100000000001,3.17,0.47,9.3,5,white
7.1,0.037000000000000005,236.0,0.9952,3.06,0.34,9.2,6,white
15.6,0.04,142.0,0.9962,3.1,0.54,10.6,5,white
4.75,0.033,94.0,0.991,3.42,0.42,11.8,7,white
2.2,0.033,107.0,0.9889399999999999,3.22,0.53,13.5,7,white
3.9,0.027000000000000003,96.0,0.99035,3.24,0.6,12.6,8,white
16.95,0.055999999999999994,179.0,0.9998,3.45,0.4,9.6,5,white
6.8,0.049,93.0,0.9928,3.15,0.42,11.0,6,white
1.6,0.16699999999999998,94.0,0.9914,3.11,0.5,11.4,6,white
1.2,0.044000000000000004,67.0,0.9919,3.05,0.47,10.6,4,white
1.8,0.045,170.0,0.99035,3.38,0.9,11.8,8,white
4.75,0.042,166.0,0.9928,2.96,0.4,11.5,5,white
13.0,0.044000000000000004,214.0,0.99741,3.1,0.5,9.1,5,white
2.6,0.034,129.0,0.9902,3.2,0.38,11.5,4,white
2.9,0.046,121.0,0.9913,3.07,0.65,10.9,7,white
1.6,0.039,124.0,0.9948,3.3,0.67,9.6,5,white
7.5,0.027000000000000003,88.0,0.9907,3.38,0.45,14.0,6,white
7.85,0.03,133.0,0.9933,3.52,0.43,11.5,7,white
5.2,0.04,100.0,0.9941,3.12,0.34,10.1,6,white
8.2,0.036000000000000004,95.0,0.9944,3.17,0.33,10.2,5,white
11.8,0.043,133.0,0.99524,3.03,0.58,10.4,6,white
6.6,0.045,175.0,0.99364,3.16,0.34,10.1,6,white
8.7,0.027999999999999997,184.0,0.9962,3.22,0.36,10.7,5,white
12.8,0.053,229.0,0.9986,3.14,0.49,9.1,7,white
13.0,0.033,75.0,0.99551,3.15,0.5,10.7,6,white
1.9,0.034,53.0,0.98815,3.32,0.5,13.5,7,white
17.8,0.047,111.0,0.9989600000000001,3.1,0.45,8.9,6,white
4.9,0.032,125.0,0.9925299999999999,3.32,0.81,12.0,5,white
3.5,0.049,40.0,0.9944,3.14,0.36,9.8,6,white
1.6,0.043,149.0,0.9925,3.44,0.52,10.8,5,white
1.2,0.043,90.0,0.9925,3.16,0.42,11.0,7,white
0.8,0.032,50.0,0.99036,3.14,0.4,11.0,4,white
1.2,0.035,97.0,0.99245,3.12,0.41,9.7,6,white
6.2,0.046,151.0,0.99471,3.6,0.44,10.6,6,white
1.8,0.03,105.0,0.9909,3.31,0.47,11.5,6,white
1.9,0.035,96.0,0.9917,3.15,0.54,10.8,7,white
1.9,0.043,134.0,0.9936,3.08,0.38,9.5,5,white
11.75,0.03,118.0,0.9954,3.07,0.5,9.4,6,white
5.5,0.048,173.0,0.9951,3.19,0.66,9.3,6,white
1.1,0.027999999999999997,105.0,0.9893,2.99,0.39,12.4,7,white
1.4,0.043,93.0,0.9897,3.31,0.5,12.3,6,white
0.8,0.043,67.0,0.9911200000000001,3.28,0.48,9.9,6,white
11.5,0.036000000000000004,150.0,0.99445,3.0,0.33,10.6,6,white
2.1,0.021,76.0,0.99021,3.26,0.45,12.3,6,white
4.3,0.044000000000000004,172.0,0.996,3.37,0.74,10.8,6,white
1.8,0.042,178.0,0.9920399999999999,3.15,0.42,10.2,5,white
9.2,0.044000000000000004,186.0,0.997,3.09,0.56,9.5,7,white
3.8,0.028999999999999998,180.0,0.99011,3.15,0.34,12.0,6,white
1.9,0.04,121.0,0.9953,3.19,0.48,9.9,6,white
1.7,0.035,79.0,0.9905299999999999,3.27,0.69,11.4,7,white
1.4,0.055999999999999994,153.0,0.993,3.2,0.53,10.4,6,white
9.8,0.067,180.0,0.9972,3.15,0.57,9.0,4,white
9.7,0.048,207.0,0.99571,3.05,0.3,9.1,5,white
7.9,0.05,150.0,0.9948799999999999,2.86,0.49,9.3,6,white
7.9,0.033,130.0,0.9944,3.38,0.59,10.9,6,white
1.1,0.028999999999999998,88.0,0.9888299999999999,3.18,0.39,11.7,6,white
11.7,0.094,181.0,0.9977600000000001,2.91,0.51,9.0,5,white
13.8,0.042,139.0,0.99695,3.35,0.56,10.4,6,white
16.8,0.048,228.0,1.0001,3.03,0.52,9.2,6,white
1.1,0.027000000000000003,63.0,0.9937,3.37,0.4,9.9,5,white
2.8,0.043,67.0,0.98924,3.21,0.47,13.2,6,white
2.5,0.042,104.0,0.9911,3.05,0.56,11.3,7,white
1.6,0.037000000000000005,124.0,0.9919,2.93,0.33,11.0,6,white
6.2,0.04,139.0,0.99021,3.17,0.27,13.6,6,white
1.4,0.046,135.0,0.9939,3.34,0.57,10.2,7,white
8.1,0.047,114.0,0.9941,3.12,0.35,10.5,6,white
6.3,0.034,152.0,0.9921,3.29,0.46,11.6,7,white
8.5,0.055,151.0,0.99626,3.2,0.52,9.2,5,white
6.5,0.027999999999999997,87.0,0.9936,3.4,0.42,11.4,7,white
8.3,0.032,164.0,0.9918,3.53,0.51,12.5,8,white
1.3,0.034,98.0,0.9905799999999999,3.02,0.58,11.3,6,white
2.65,0.040999999999999995,86.0,0.98916,3.11,0.39,13.3,7,white
0.9,0.019,28.0,0.98931,3.2,0.36,12.0,6,white
1.9,0.085,196.0,0.99516,3.49,0.64,9.5,4,white
3.3,0.052000000000000005,113.0,0.99429,3.16,0.48,8.4,5,white
0.8,0.037000000000000005,100.0,0.9902,3.03,0.39,11.4,4,white
6.1,0.034,114.0,0.99365,3.32,0.58,10.1333333333333,7,white
1.7,0.02,110.0,0.9898,3.32,0.47,12.6,7,white
1.5,0.027999999999999997,117.0,0.993,3.47,0.54,9.7,6,white
1.7,0.038,153.0,0.9909,3.33,0.86,12.0,7,white
1.0,0.053,148.0,0.9927,3.12,0.45,9.4,6,white
10.4,0.06,184.0,0.99711,3.31,0.56,9.8,6,white
1.5,0.044000000000000004,143.0,0.9912,3.54,0.52,12.4,7,white
5.1,0.019,82.0,0.98961,3.05,0.36,12.5,6,white
2.6,0.024,105.0,0.9906,3.4,0.67,12.2,7,white
2.2,0.049,111.0,0.9941,2.96,0.44,10.0,5,white
7.9,0.042,130.0,0.99456,3.4,0.39,10.5,6,white
8.2,0.044000000000000004,196.0,0.9956200000000001,3.14,0.48,9.4,5,white
7.4,0.05,152.0,0.9961200000000001,3.12,0.37,9.5,6,white
3.2,0.031,89.0,0.98956,3.06,0.33,12.0,7,white
3.6,0.036000000000000004,91.0,0.9927799999999999,3.41,0.5,9.8,6,white
1.7,0.038,167.0,0.9939,3.05,0.37,10.1,6,white
2.4,0.042,122.0,0.9940000000000001,3.43,0.61,10.5,6,white
9.8,0.042,125.0,0.9953200000000001,3.14,0.42,10.2,6,white
5.5,0.043,114.0,0.9938,3.3,0.53,10.7,7,white
8.4,0.03,115.0,0.99192,2.93,0.42,12.3,6,white
10.0,0.055999999999999994,178.0,0.9974,3.26,0.6,10.2,5,white
1.8,0.069,162.0,0.9944,3.18,0.47,9.4,5,white
1.2,0.032,148.0,0.99185,3.32,0.44,11.2,5,white
1.5,0.027999999999999997,75.0,0.9922,3.3,0.46,10.8,7,white
1.2,0.036000000000000004,74.0,0.9885299999999999,3.09,0.49,12.7,7,white
2.1,0.046,208.0,0.99434,3.23,0.64,9.8,5,white
4.3,0.038,97.0,0.99477,3.36,0.46,9.2,5,white
4.2,0.038,133.0,0.9910700000000001,3.16,0.42,11.3,7,white
13.0,0.047,160.0,0.99705,3.16,0.5,9.6,6,white
11.2,0.046,149.0,0.99479,3.21,0.34,10.8,5,white
13.0,0.049,217.0,0.9985,3.08,0.53,8.8,5,white
8.8,0.043,113.0,0.9962,3.42,0.4,9.3,7,white
4.6,0.044000000000000004,78.0,0.9931,3.11,0.38,10.2,6,white
6.0,0.046,108.0,0.9939,3.26,0.5,10.8,6,white
12.3,0.045,197.0,0.9967,3.24,0.54,9.5,6,white
1.5,0.039,98.0,0.99215,3.02,0.56,11.0,6,white
2.1,0.046,165.0,0.9936,3.05,0.54,10.1,7,white
18.15,0.047,182.0,0.9992,3.09,0.52,9.6,5,white
14.6,0.053,159.0,0.99805,2.93,0.44,9.2,5,white
2.3,0.044000000000000004,113.0,0.99013,3.29,0.46,12.9,6,white
7.6,0.045,204.0,0.9954299999999999,3.1,0.55,10.1,6,white
12.0,0.055999999999999994,174.0,0.9986,3.31,0.55,9.3,5,white
1.2,0.028999999999999998,75.0,0.9892,3.33,0.39,12.8,8,white
1.2,0.039,107.0,0.992,3.21,0.54,10.8,6,white
8.4,0.05,180.0,0.99495,3.18,0.46,9.7,6,white
1.6,0.039,92.0,0.9911399999999999,3.27,0.5,11.2,6,white
1.0,0.03,123.0,0.99218,3.55,0.44,10.15,6,white
8.8,0.042,106.0,0.99172,3.28,0.33,12.9,7,white
1.9,0.036000000000000004,106.0,0.98746,3.21,0.83,14.0,7,white
1.1,0.042,60.0,0.9915,2.89,0.5,10.6,5,white
1.1,0.057,82.0,0.991,3.32,0.46,10.9,7,white
18.05,0.05,144.0,0.9999,3.22,0.42,8.8,5,white
